7.527887696087957881e-02,3.071372780130832147e-01,6.424395671396603280e-01
7.528037938916046223e-02,3.071293375969322836e-01,6.424395555300046468e-01
7.528185149462547632e-02,3.071214590233773967e-01,6.424395780368108433e-01
7.528324990380760862e-02,3.071135098834115174e-01,6.424395672757734488e-01
7.528479539120551400e-02,3.071055731893297946e-01,6.424395560538973537e-01
7.528618204117808188e-02,3.070977352766117163e-01,6.424396068488400502e-01
7.528764139330065830e-02,3.070897595085468890e-01,6.424395669186067082e-01
7.528915645846646909e-02,3.070819650246138233e-01,6.424395916250995597e-01
7.529053953495462581e-02,3.070739582544421142e-01,6.424396032585124594e-01
7.529205308649596085e-02,3.070660173832374662e-01,6.424395668577425056e-01
7.529350007549485968e-02,3.070581946852772859e-01,6.424396061772210675e-01
7.529491537595679740e-02,3.070501948037177575e-01,6.424395991136084838e-01
7.529646826456136421e-02,3.070422303920132823e-01,6.424395591394473914e-01
7.529784363109477685e-02,3.070344159644764481e-01,6.424396118282424961e-01
7.529931032703869598e-02,3.070264465084818206e-01,6.424395997347249754e-01
7.530083217545525953e-02,3.070185659196199568e-01,6.424395605174502144e-01
7.530220377740520776e-02,3.070106440133547054e-01,6.424396045791367360e-01
7.530372559619304129e-02,3.070027053187635580e-01,6.424396031985142308e-01
7.530516491321050110e-02,3.069948537332068406e-01,6.424395687803383659e-01
7.530658283068979164e-02,3.069868853815657106e-01,6.424395972975793789e-01
7.530813984597466149e-02,3.069788933807664488e-01,6.424395667949682753e-01
7.530951305470351409e-02,3.069710647744884890e-01,6.424395682035077826e-01
7.531098185317484928e-02,3.069631378631405005e-01,6.424395921910595053e-01
7.531250201332832794e-02,3.069552034608181157e-01,6.424395547352392821e-01
7.531380064475666491e-02,3.069477076398939297e-01,6.424395930322159831e-01
7.531532714311751919e-02,3.069397520160453974e-01,6.424396189276104785e-01
7.531676603124551339e-02,3.069318836639471360e-01,6.424395618557732224e-01
7.531818685018434878e-02,3.069239165767936872e-01,6.424395839934271546e-01
7.531974378636728529e-02,3.069159203762130139e-01,6.424395677601482113e-01
7.532111723151529992e-02,3.069080832987221008e-01,6.424395615043958507e-01
7.532258745692832491e-02,3.069001665867997497e-01,6.424395811465977157e-01
7.532410502646774697e-02,3.068922271721871708e-01,6.424395560116533677e-01
7.532548215622666965e-02,3.068843126248541608e-01,6.424395606330850494e-01
7.532700077482799850e-02,3.068764492425523627e-01,6.424396807556498334e-01
7.532843790814497398e-02,3.068684994812095890e-01,6.424395550339638827e-01
7.532986649896780684e-02,3.068605537688133267e-01,6.424395597376011402e-01
7.533141067609108732e-02,3.068526084320448155e-01,6.424395849375685863e-01
7.533278967552954619e-02,3.068447168183759954e-01,6.424395550928858611e-01
7.533427163447610486e-02,3.068368016207212445e-01,6.424395589999312151e-01
7.533577130592150617e-02,3.068288853962074514e-01,6.424395658582719992e-01
7.533715897105312809e-02,3.068209446655176809e-01,6.424395548774630704e-01
7.533868908727500702e-02,3.068130721560941576e-01,6.424395853538740209e-01
7.534010370384412736e-02,3.068051544545949416e-01,6.424395595337959453e-01
7.534154665717088251e-02,3.067971904877243028e-01,6.424395546834877901e-01
7.534306201032255068e-02,3.067893865807191367e-01,6.424396685833322351e-01
7.534445806616377195e-02,3.067813762466873317e-01,6.424395605446313606e-01
7.534595441672098382e-02,3.067734459329757857e-01,6.424395545298831056e-01
7.534743600957728715e-02,3.067655510430991606e-01,6.424395683548396185e-01
7.534883019476561195e-02,3.067576099941070056e-01,6.424395615467444198e-01
7.535037217564806433e-02,3.067496887286564888e-01,6.424395590675555656e-01
7.535176628270390253e-02,3.067418317028926533e-01,6.424395886849065818e-01
7.535314688526040250e-02,3.067342473881164433e-01,6.424395543184209245e-01
7.535465659693796336e-02,3.067264738908851429e-01,6.424396901147473304e-01
7.535605643324604086e-02,3.067184355961146136e-01,6.424395633079724721e-01
7.535755680858276240e-02,3.067104967394555515e-01,6.424395541511247476e-01
7.535903485026589077e-02,3.067026048036131103e-01,6.424395686017003726e-01
7.536043004756987074e-02,3.066946662845113636e-01,6.424395644030107544e-01
7.536197465632780979e-02,3.066867338894617157e-01,6.424395565862996982e-01
7.536337338398399477e-02,3.066788377313711123e-01,6.424396028145697990e-01
7.536483234525016839e-02,3.066708617579752549e-01,6.424395661970825344e-01
7.536634730280887540e-02,3.066630737053854805e-01,6.424395952981842850e-01
7.536773219596262785e-02,3.066550584831501669e-01,6.424395990594695682e-01
7.536924510202849814e-02,3.066471185920354725e-01,6.424395663401825107e-01
7.537069305189632307e-02,3.066392974954378348e-01,6.424396101311948826e-01
7.537210862000785772e-02,3.066312966612520508e-01,6.424395942522287406e-01
7.537366160827015105e-02,3.066233328748475540e-01,6.424395581883908246e-01
7.537503816741185358e-02,3.066155158030613448e-01,6.424396163429941797e-01
7.537650495040505716e-02,3.066075456272242539e-01,6.424395950241899023e-01
7.537802665423549986e-02,3.065996714850626192e-01,6.424395613962534668e-01
7.537939905777295280e-02,3.065917447508783034e-01,6.424396089423975997e-01
7.538092087955187981e-02,3.065838055515877625e-01,6.424395982538568806e-01
7.538236053384543556e-02,3.065759604089539625e-01,6.424395710290895511e-01
7.538377873672534590e-02,3.065679874101327473e-01,6.424396014097819574e-01
7.538529259547473160e-02,3.065602304653610721e-01,6.424395644873088784e-01
7.538666588948980674e-02,3.065524190215660472e-01,6.424395856738407407e-01
7.538813417962890451e-02,3.065444603289741998e-01,6.424396192233439162e-01
7.538965739734999894e-02,3.065365508094791691e-01,6.424395562537090765e-01
7.539102868933263146e-02,3.065286478139723214e-01,6.424395822872430717e-01
7.539255071918361806e-02,3.065207264704055690e-01,6.424396379595931350e-01
7.539399016834162637e-02,3.065128402580851175e-01,6.424395598854406586e-01
7.539541062214498435e-02,3.065048894472574004e-01,6.424395788316912270e-01
7.539696665733966463e-02,3.064968972803227554e-01,6.424395679723169383e-01
7.539834077416814051e-02,3.064890538396249364e-01,6.424395600565127040e-01
7.539981286281155493e-02,3.064811404920718130e-01,6.424395761362649004e-01
7.540132748090166981e-02,3.064732065879632317e-01,6.424395581812536449e-01
7.540270712439624268e-02,3.064652855244433538e-01,6.424395592655405274e-01
7.540422787425876683e-02,3.064574253415194294e-01,6.424396593216918916e-01
7.540566169986748224e-02,3.064494762957494789e-01,6.424395547377292903e-01
7.540709277731644233e-02,3.064415295439256171e-01,6.424395584675952620e-01
7.540863266180458657e-02,3.064336050853148641e-01,6.424395958549311558e-01
7.541001505279656958e-02,3.064256944149871265e-01,6.424395547569605736e-01
7.541149949703787603e-02,3.064177786006030968e-01,6.424395577707391336e-01
7.541292055527587523e-02,3.064099716020479147e-01,6.424395762723079661e-01
7.541391518492443491e-02,3.064022500715266606e-01,6.424395725469366214e-01
7.541443252878245185e-02,3.063944551274123129e-01,6.424395670308956641e-01
7.541464778187767504e-02,3.063866262072700297e-01,6.424395504132560664e-01
7.541475368984494609e-02,3.063788171901617452e-01,6.424395492464589630e-01
7.541482393861363709e-02,3.063710210291749059e-01,6.424396139379451309e-01
7.541483682765164065e-02,3.063632318930601950e-01,6.424396097992614019e-01
7.541498849911894287e-02,3.063557548130478314e-01,6.424396344369913692e-01
7.541556517565117801e-02,3.063479081609195576e-01,6.424396654309728616e-01
7.541617597325069033e-02,3.063396093814598209e-01,6.424395949092632785e-01
7.541674075387098941e-02,3.063317460680534121e-01,6.424396033613777313e-01
7.541727801882681936e-02,3.063242670154993075e-01,6.424396380885273317e-01
7.541784360991612979e-02,3.063164053589730873e-01,6.424396682737858466e-01
7.541841356110769168e-02,3.063085051890087063e-01,6.424396346596384921e-01
7.541897815053875964e-02,3.063006578618857612e-01,6.424396642824615755e-01
7.541954811355552901e-02,3.062927573499334977e-01,6.424396318948609741e-01
7.542011310723212292e-02,3.062849062860244498e-01,6.424396595989199099e-01
7.542068300567458805e-02,3.062770061897026053e-01,6.424396287452159848e-01
7.542124822877720181e-02,3.062691537399075958e-01,6.424396547498052445e-01
7.542181801259870144e-02,3.062612546959395665e-01,6.424396255561697355e-01
7.542238331977148269e-02,3.062534027411009108e-01,6.424396501615604604e-01
7.542295306824638168e-02,3.062455037497438526e-01,6.424396224296078373e-01
7.542351869813090914e-02,3.062376492028411890e-01,6.424396451419368548e-01
7.542408825581227438e-02,3.062297522415122764e-01,6.424396192372218151e-01
7.542465408974165231e-02,3.062218966487723626e-01,6.424396402877970980e-01
7.542522348138082366e-02,3.062140014238270980e-01,6.424396161238531411e-01
7.542578946456809930e-02,3.062061454647049819e-01,6.424396356644940242e-01
7.542635872158445776e-02,3.061982516081485084e-01,6.424396131255172282e-01
7.542692493790939534e-02,3.061903941686994202e-01,6.424396310210039873e-01
7.542749413631098798e-02,3.061825006624076528e-01,6.424396099956741768e-01
7.542806055577529201e-02,3.061746421695996645e-01,6.424396262571920868e-01
7.542862964027971517e-02,3.061667497238914071e-01,6.424396068658332348e-01
7.542919612692150499e-02,3.061588919248293128e-01,6.424396217893181271e-01
7.542976512469436179e-02,3.061510002430538613e-01,6.424396039037162387e-01
7.543033194173993927e-02,3.061431397031376678e-01,6.424396169853500149e-01
7.543089409717618210e-02,3.061353387667234971e-01,6.424396111170945778e-01
7.543146068596288945e-02,3.061274794704262336e-01,6.424396277620795237e-01
7.543202991104767940e-02,3.061195872809571172e-01,6.424396079214744759e-01
7.543259663498148859e-02,3.061117278258613239e-01,6.424396230534296093e-01
7.543316575017559866e-02,3.061038366554502677e-01,6.424396048244962465e-01
7.543373260409599879e-02,3.060959770769284827e-01,6.424396184952640976e-01
7.543430153768680702e-02,3.060880879145619904e-01,6.424396019446111383e-01
7.543486857485369457e-02,3.060802274604629836e-01,6.424396141277008976e-01
7.543543750405784509e-02,3.060723379864423443e-01,6.424395989266078466e-01
7.543600480546998333e-02,3.060644756599594785e-01,6.424396093889591652e-01
7.543654404434284311e-02,3.060569843688837333e-01,6.424396360778071857e-01
7.543710898633199102e-02,3.060491381173379155e-01,6.424396687907051318e-01
7.543765217784521859e-02,3.060416427624514935e-01,6.424395999809129343e-01
7.543816329312562352e-02,3.060345501048022387e-01,6.424395930613496786e-01
7.543883675751870965e-02,3.060252105701539160e-01,6.424396040175480715e-01
7.543940401423336606e-02,3.060173489448199113e-01,6.424396169635464560e-01
7.543997340682112585e-02,3.060094563193408446e-01,6.424396004963619511e-01
7.544054075803827142e-02,3.060015951594980965e-01,6.424396118837079062e-01
7.544108040007120597e-02,3.059941027799004676e-01,6.424396349019820818e-01
7.544164562238617200e-02,3.059862544080711455e-01,6.424396664277207680e-01
7.544221648991572549e-02,3.059783558724932240e-01,6.424396368970977100e-01
7.544278155829096943e-02,3.059705114651630198e-01,6.424396703681882759e-01
7.544335374436346442e-02,3.059625951408156408e-01,6.424396363635700435e-01
7.544391934945389455e-02,3.059547468727335517e-01,6.424396666067743178e-01
7.544449876301766167e-02,3.059467341794191442e-01,6.424396204996385418e-01
7.544506522924868119e-02,3.059388804051570432e-01,6.424396424347778023e-01
7.544564356895901158e-02,3.059308772636205043e-01,6.424396051026790566e-01
7.544621091122628853e-02,3.059230176464144968e-01,6.424396188897688598e-01
7.544675327857600089e-02,3.059154944980342905e-01,6.424396339893909680e-01
7.544732806366412359e-02,3.059075221971908620e-01,6.424396575623333439e-01
7.544787534837113507e-02,3.058999632887485776e-01,6.424396173751376615e-01
7.544789899510542797e-02,3.058996222650721686e-01,6.424396273631827192e-01
7.544902169848399787e-02,3.058840714218856172e-01,6.424396318824852070e-01
7.544940241901389177e-02,3.058788140451225712e-01,6.424395954969650546e-01
7.545016190447226268e-02,3.058682725026651839e-01,6.424396383700736735e-01
7.545072765364105316e-02,3.058604249562124067e-01,6.424396700931587212e-01
7.545129908803079044e-02,3.058525229008800528e-01,6.424396356704754618e-01
7.545186499393098656e-02,3.058446750035049289e-01,6.424396656503391645e-01
7.545243630823129932e-02,3.058367741615516389e-01,6.424396327774500870e-01
7.545300464181033118e-02,3.058288965992030928e-01,6.424396563868405297e-01
7.545357571811767139e-02,3.058209974720706437e-01,6.424396266515854936e-01
7.545414228774884047e-02,3.058131450326251888e-01,6.424396516681901703e-01
7.545471317898695685e-02,3.058052479222454489e-01,6.424396236631707557e-01
7.545527992143201412e-02,3.057973947759130562e-01,6.424396471701939726e-01
7.545585072056890108e-02,3.057894984936108118e-01,6.424396206879361415e-01
7.545641770903105394e-02,3.057816436974525320e-01,6.424396425317742132e-01
7.545698845189426074e-02,3.057737477352572286e-01,6.424396175581061907e-01
7.545755554205878235e-02,3.057658931888340148e-01,6.424396379886549990e-01
7.545812611860600039e-02,3.057579990320711816e-01,6.424396146650913630e-01
7.545869337662854115e-02,3.057501438127730453e-01,6.424396336361558602e-01
7.545926390238077985e-02,3.057422499663434157e-01,6.424396117293202924e-01
7.545983148755495973e-02,3.057343920449858143e-01,6.424396288772914465e-01
7.546040184597811729e-02,3.057264999692985152e-01,6.424396086850229226e-01
7.546096947758920703e-02,3.057186429797350558e-01,6.424396245749892653e-01
7.546153980192399358e-02,3.057107510030702691e-01,6.424396057590900933e-01
7.546210764933289350e-02,3.057028927366467475e-01,6.424396200719445504e-01
7.546267775518572529e-02,3.056950032674252693e-01,6.424396029746216596e-01
7.546324598194788236e-02,3.056871415831610150e-01,6.424396154134595083e-01
7.546381599444360044e-02,3.056792529222946975e-01,6.424395998875722658e-01
7.546435297025443079e-02,3.056717976484231714e-01,6.424396628263968623e-01
7.546492487995477838e-02,3.056638978934959061e-01,6.424396354968033851e-01
7.546549098023500046e-02,3.056560507122714765e-01,6.424396676178941723e-01
7.546606284268661535e-02,3.056481511152380759e-01,6.424396374939226328e-01
7.546662891984540211e-02,3.056403060420903595e-01,6.424396719448733917e-01
7.546711755274718159e-02,3.056335795517682863e-01,6.424395994001780297e-01
7.546762956890189222e-02,3.056264975377539495e-01,6.424396047014733213e-01
7.546824567761856173e-02,3.056179651282782683e-01,6.424396166889553283e-01
7.546892131022218952e-02,3.056086124387633607e-01,6.424396304910003908e-01
7.546949211557830994e-02,3.056007195588597569e-01,6.424396096901232589e-01
7.547006021443260215e-02,3.055928608544632441e-01,6.424396257522076992e-01
7.547063086803518228e-02,3.055849695415134293e-01,6.424396066359792101e-01
7.547119912477188997e-02,3.055771103434842262e-01,6.424396211940018864e-01
7.547167944970376019e-02,3.055691900448804232e-01,6.424395675741580991e-01
7.547187625627840846e-02,3.055613657561463414e-01,6.424395517774668107e-01
7.547191216779607081e-02,3.055535520397625882e-01,6.424395448118943586e-01
7.547189639809931405e-02,3.055461177596998090e-01,6.424395759765607616e-01
7.547185892382034245e-02,3.055382963269959173e-01,6.424395752948465210e-01
7.547181590000949514e-02,3.055304695147812999e-01,6.424395734022866344e-01
